Time Stamp,BotName,LOS_sensor_value,bot speed_x,bot speed_y,Pattern
2024-11-14T15:25:31.227722,14,0,0.0,0.09777293588177827,2
2024-11-14T15:25:31.227722,15,1,-0.7382749125306987,0.5147330895986784,2
2024-11-14T15:25:31.227722,16,0,-0.08057494884491234,-0.8963858977129462,2
2024-11-14T15:25:31.228732,17,0,0.02524627612245922,0.8996458333933219,2
2024-11-14T15:25:31.228732,18,0,-0.2243591368008424,0.8715864717479462,2
2024-11-14T15:25:31.228732,19,1,0.39996426431726206,0.4472455558964725,2
2024-11-14T15:25:31.229747,20,0,0.8998279101542721,0.017599207578683718,2
2024-11-14T15:25:31.229747,21,0,-0.23975274011021241,-0.8674783130485935,2
2024-11-14T15:25:31.256784,22,0,0.12621700715368434,-0.5865741786894318,2
2024-11-14T15:25:31.256784,23,0,0.6443997379056547,0.0,2
2024-11-14T15:25:31.257819,24,0,0.5826385889284893,0.14329087441768706,2
2024-11-14T15:25:31.257819,25,0,0.8899536084247472,0.0,2
2024-11-14T15:25:31.257819,26,0,0.009316857085025276,-0.8999517743602041,2
2024-11-14T15:25:31.258803,27,0,-0.8394678657281816,0.32448991110629777,2
2024-11-14T15:25:31.258803,28,0,-0.8717648585690085,-0.22366499807554874,2
2024-11-14T15:25:31.258803,29,1,-0.5444153541045011,-0.7166672325530499,2
2024-11-14T15:25:31.274571,0,0,-0.613242883399856,0.0,2
2024-11-14T15:25:31.274571,1,1,-0.7893281942077977,-0.43238987248622607,2
2024-11-14T15:25:31.276177,2,0,0.36879128928862315,-0.4732789715852874,2
2024-11-14T15:25:31.276177,3,0,0.7107478934603364,-0.5521208490372942,2
2024-11-14T15:25:31.276177,4,0,-0.7060809579888883,0.5580767695985287,2
2024-11-14T15:25:31.277135,5,1,0.4612201749400384,0.7728363023488782,2
2024-11-14T15:25:31.277135,6,0,-0.8999440697519674,-0.010033509767254145,2
2024-11-14T15:25:31.277135,7,0,-0.5998852734362004,-0.01173280505247476,2
2024-11-14T15:25:31.278126,8,0,-0.6530641294441182,0.6192796160325287,2
2024-11-14T15:25:31.278126,9,0,0.4841942528905889,0.7586540222444782,2
2024-11-14T15:25:31.278126,10,0,-0.1094786055744521,0.8933165368006257,2
2024-11-14T15:25:31.278126,11,0,0.7623172252169894,-0.478406153950246,2
2024-11-14T15:25:31.279119,12,0,0.1702843133472527,-0.8837438840681457,2
2024-11-14T15:25:31.279119,13,1,0.892457427305402,0.11627441871462452,2
2024-11-14T15:25:31.279119,14,0,0.0,0.1423657773643754,2
2024-11-14T15:25:31.279119,15,0,0.4744175526125787,-0.36732544939479794,2
2024-11-14T15:25:31.280119,16,0,-0.12527487365377965,-0.8912385797478848,2
2024-11-14T15:25:31.280119,17,0,0.07017827624213169,0.8972597224570222,2
2024-11-14T15:25:31.280119,18,0,-0.18051757849627847,0.881710498890584,2
2024-11-14T15:25:31.280119,19,1,0.41752938756462754,0.4308935025269136,2
2024-11-14T15:25:31.281118,20,0,0.8995829533518531,-0.027395438284131046,2
2024-11-14T15:25:31.281118,21,0,-0.28280895706198095,-0.8544115482631867,2
2024-11-14T15:25:31.281118,22,0,-0.15398900423025452,0.8867284739852437,2
2024-11-14T15:25:31.281118,23,0,0.6749958442925106,0.0,2
2024-11-14T15:25:31.282119,24,0,-0.8818539702977546,-0.17981539163852744,2
2024-11-14T15:25:31.282119,25,0,0.8955435609327367,0.0,2
2024-11-14T15:25:31.282119,26,0,-0.035673628626454956,-0.8992927177624779,2
2024-11-14T15:25:31.283118,27,0,-0.8222010132954267,0.3660402897714903,2
2024-11-14T15:25:31.283118,28,1,-0.8818539702977546,-0.17981539163855587,2
2024-11-14T15:25:31.283118,29,1,0.3863689397342682,0.4590414386616999,2
2024-11-14T15:25:31.298752,0,0,-0.6453995693605599,0.0,2
2024-11-14T15:25:31.298752,1,0,0.5399681507533671,0.26159968687287005,2
2024-11-14T15:25:31.298752,2,1,-0.5243552769519226,0.7314721755013522,2
2024-11-14T15:25:31.299770,3,0,0.6822651022967818,-0.5869534310215272,2
2024-11-14T15:25:31.299770,4,0,-0.6773063273175239,0.5926686586749952,2
2024-11-14T15:25:31.299770,5,0,-0.3328463241295978,-0.4992127046795076,2
2024-11-14T15:25:31.300769,6,1,-0.8993208404887412,0.034957486503572,2
2024-11-14T15:25:31.300769,7,1,0.8998119243959763,-0.018398388919820263,2
2024-11-14T15:25:31.300769,8,0,-0.6212968885813552,0.6511452804398772,2
2024-11-14T15:25:31.300769,9,1,0.5215060339518587,0.7335062757412558,2
2024-11-14T15:25:31.301769,10,0,-0.06469456742013335,0.8976717735042712,2
2024-11-14T15:25:31.301769,11,0,0.737454185040626,-0.515908252469437,2
2024-11-14T15:25:31.301769,12,0,0.12590271712298318,-0.891150102856443,2
2024-11-14T15:25:31.301769,13,0,-0.5981022578449853,-0.047683216761583935,2
2024-11-14T15:25:31.302769,14,0,0.0,0.18660277854621654,2
2024-11-14T15:25:31.302769,15,0,-0.6890234535318314,0.5790049054050428,2
2024-11-14T15:25:31.302769,16,0,-0.16966167652043396,-0.8838636294815352,2
2024-11-14T15:25:31.302769,17,0,0.11493486721934687,0.8926309294984662,2
2024-11-14T15:25:31.303769,18,0,-0.13622482025726868,0.8896307089719357,2
2024-11-14T15:25:31.303769,19,0,0.43442655286006016,0.4138521114723517,2
2024-11-14T15:25:31.303769,20,0,0.8970895076597571,-0.07232160981849489,2
2024-11-14T15:25:31.303769,21,0,-0.32515829890515136,-0.8392091995760609,2
2024-11-14T15:25:31.304769,22,0,-0.10947860557450895,0.8933165368006257,2
2024-11-14T15:25:31.304769,23,0,0.7039048125996814,0.0,2
2024-11-14T15:25:31.304769,24,1,-0.8897389063614014,-0.1355163403684685,2
