timestamp,sensor_value,BotName
2024-11-06T12:34:15.322992,0,23
2024-11-06T12:34:15.322992,1,24
2024-11-06T12:34:15.322992,0,25
2024-11-06T12:34:15.322992,0,26
2024-11-06T12:34:15.322992,0,27
2024-11-06T12:34:15.324498,1,28
2024-11-06T12:34:15.324498,0,29
2024-11-06T12:34:15.339485,1,0
2024-11-06T12:34:15.339485,1,1
2024-11-06T12:34:15.339485,1,2
2024-11-06T12:34:15.340510,1,3
2024-11-06T12:34:15.340510,1,4
2024-11-06T12:34:15.340510,1,5
2024-11-06T12:34:15.340510,0,6
2024-11-06T12:34:15.341509,0,7
2024-11-06T12:34:15.341509,0,8
2024-11-06T12:34:15.341509,1,9
2024-11-06T12:34:15.341509,0,10
2024-11-06T12:34:15.342509,1,11
2024-11-06T12:34:15.342509,0,12
2024-11-06T12:34:15.342509,1,13
2024-11-06T12:34:15.342509,1,14
2024-11-06T12:34:15.342509,0,15
2024-11-06T12:34:15.343509,1,16
2024-11-06T12:34:15.343509,1,17
2024-11-06T12:34:15.343509,1,18
2024-11-06T12:34:15.343509,0,19
2024-11-06T12:34:15.343509,1,20
2024-11-06T12:34:15.343509,1,21
2024-11-06T12:34:15.344509,0,22
2024-11-06T12:34:15.344509,0,23
2024-11-06T12:34:15.345014,1,24
2024-11-06T12:34:15.345014,0,25
2024-11-06T12:34:15.345014,0,26
2024-11-06T12:34:15.345014,1,27
2024-11-06T12:34:15.346021,1,28
2024-11-06T12:34:15.346021,1,29
2024-11-06T12:34:15.360919,1,0
2024-11-06T12:34:15.360919,1,1
2024-11-06T12:34:15.360919,1,2
2024-11-06T12:34:15.361944,1,3
2024-11-06T12:34:15.361944,1,4
2024-11-06T12:34:15.361944,1,5
2024-11-06T12:34:15.361944,0,6
2024-11-06T12:34:15.362938,0,7
2024-11-06T12:34:15.362938,0,8
2024-11-06T12:34:15.362938,0,9
2024-11-06T12:34:15.362938,1,10
2024-11-06T12:34:15.362938,1,11
2024-11-06T12:34:15.362938,0,12
2024-11-06T12:34:15.362938,1,13
2024-11-06T12:34:15.364443,1,14
2024-11-06T12:34:15.364443,1,15
2024-11-06T12:34:15.364443,1,16
2024-11-06T12:34:15.364443,1,17
2024-11-06T12:34:15.364443,1,18
2024-11-06T12:34:15.365450,1,19
2024-11-06T12:34:15.365450,1,20
2024-11-06T12:34:15.365450,1,21
2024-11-06T12:34:15.365450,1,22
2024-11-06T12:34:15.365450,0,23
2024-11-06T12:34:15.366450,1,24
2024-11-06T12:34:15.366450,0,25
2024-11-06T12:34:15.366450,0,26
2024-11-06T12:34:15.366450,1,27
2024-11-06T12:34:15.366450,1,28
2024-11-06T12:34:15.367455,1,29
2024-11-06T12:34:15.382897,0,0
2024-11-06T12:34:15.382897,1,1
2024-11-06T12:34:15.382897,1,2
2024-11-06T12:34:15.382897,1,3
2024-11-06T12:34:15.382897,1,4
2024-11-06T12:34:15.384424,1,5
2024-11-06T12:34:15.384424,1,6
2024-11-06T12:34:15.384424,0,7
2024-11-06T12:34:15.384424,0,8
2024-11-06T12:34:15.385454,0,9
2024-11-06T12:34:15.385454,1,10
2024-11-06T12:34:15.385454,1,11
2024-11-06T12:34:15.385454,0,12
2024-11-06T12:34:15.385454,1,13
2024-11-06T12:34:15.386454,1,14
2024-11-06T12:34:15.386454,1,15
2024-11-06T12:34:15.386454,1,16
2024-11-06T12:34:15.386454,1,17
2024-11-06T12:34:15.386454,1,18
2024-11-06T12:34:15.387435,1,19
2024-11-06T12:34:15.387435,1,20
2024-11-06T12:34:15.387435,1,21
2024-11-06T12:34:15.387435,1,22
2024-11-06T12:34:15.387435,0,23
2024-11-06T12:34:15.387435,1,24
2024-11-06T12:34:15.387435,0,25
2024-11-06T12:34:15.388961,0,26
2024-11-06T12:34:15.388961,1,27
2024-11-06T12:34:15.388961,1,28
2024-11-06T12:34:15.388961,1,29
2024-11-06T12:34:15.404589,1,0
2024-11-06T12:34:15.404589,1,1
2024-11-06T12:34:15.404589,1,2
2024-11-06T12:34:15.405538,0,3
2024-11-06T12:34:15.405538,1,4
2024-11-06T12:34:15.405538,1,5
2024-11-06T12:34:15.405538,1,6
2024-11-06T12:34:15.406540,0,7
2024-11-06T12:34:15.406540,0,8
2024-11-06T12:34:15.406540,0,9
2024-11-06T12:34:15.406540,1,10
2024-11-06T12:34:15.407543,1,11
2024-11-06T12:34:15.407543,0,12
2024-11-06T12:34:15.407543,1,13
2024-11-06T12:34:15.407543,1,14
2024-11-06T12:34:15.408538,0,15
2024-11-06T12:34:15.408538,1,16
2024-11-06T12:34:15.408538,1,17
2024-11-06T12:34:15.408538,1,18
2024-11-06T12:34:15.408538,1,19
2024-11-06T12:34:15.408538,1,20
2024-11-06T12:34:15.409538,1,21
2024-11-06T12:34:15.409538,1,22
2024-11-06T12:34:15.409538,0,23
2024-11-06T12:34:15.409538,1,24
2024-11-06T12:34:15.409538,0,25
2024-11-06T12:34:15.410538,0,26
2024-11-06T12:34:15.410538,1,27
2024-11-06T12:34:15.410538,1,28
2024-11-06T12:34:15.410538,1,29
2024-11-06T12:34:15.425687,1,0
2024-11-06T12:34:15.425687,0,1
2024-11-06T12:34:15.425687,1,2
2024-11-06T12:34:15.426708,0,3
2024-11-06T12:34:15.426708,1,4
2024-11-06T12:34:15.426708,1,5
2024-11-06T12:34:15.426708,1,6
2024-11-06T12:34:15.427715,0,7
2024-11-06T12:34:15.427715,0,8
2024-11-06T12:34:15.427715,1,9
2024-11-06T12:34:15.427715,1,10
2024-11-06T12:34:15.428716,1,11
2024-11-06T12:34:15.428716,0,12
2024-11-06T12:34:15.428716,1,13
2024-11-06T12:34:15.428716,1,14
2024-11-06T12:34:15.428716,0,15
2024-11-06T12:34:15.429716,1,16
2024-11-06T12:34:15.429716,1,17
2024-11-06T12:34:15.429716,1,18
2024-11-06T12:34:15.429716,1,19
2024-11-06T12:34:15.429716,1,20
2024-11-06T12:34:15.430715,1,21
2024-11-06T12:34:15.430715,1,22
2024-11-06T12:34:15.430715,0,23
2024-11-06T12:34:15.430715,1,24
2024-11-06T12:34:15.430715,0,25
2024-11-06T12:34:15.431716,0,26
2024-11-06T12:34:15.431716,0,27
2024-11-06T12:34:15.431716,0,28
2024-11-06T12:34:15.431716,1,29
2024-11-06T12:34:15.447198,1,0
2024-11-06T12:34:15.447198,0,1
2024-11-06T12:34:15.448201,1,2
2024-11-06T12:34:15.448201,0,3
2024-11-06T12:34:15.448201,1,4
2024-11-06T12:34:15.448201,1,5
2024-11-06T12:34:15.449204,1,6
2024-11-06T12:34:15.449204,0,7
2024-11-06T12:34:15.449204,0,8
2024-11-06T12:34:15.449204,0,9
2024-11-06T12:34:15.450202,1,10
2024-11-06T12:34:15.450202,1,11
2024-11-06T12:34:15.450202,0,12
2024-11-06T12:34:15.450202,1,13
2024-11-06T12:34:15.450202,1,14
2024-11-06T12:34:15.451202,0,15
2024-11-06T12:34:15.451202,1,16
2024-11-06T12:34:15.451202,1,17
2024-11-06T12:34:15.451202,1,18
2024-11-06T12:34:15.451202,1,19
2024-11-06T12:34:15.452184,1,20
2024-11-06T12:34:15.452184,1,21
2024-11-06T12:34:15.452184,1,22
2024-11-06T12:34:15.452184,0,23
2024-11-06T12:34:15.452184,1,24
2024-11-06T12:34:15.453197,0,25
2024-11-06T12:34:15.453197,0,26
2024-11-06T12:34:15.453197,0,27
2024-11-06T12:34:15.453197,0,28
2024-11-06T12:34:15.453197,1,29
2024-11-06T12:34:15.468674,1,0
2024-11-06T12:34:15.468674,1,1
2024-11-06T12:34:15.469682,1,2
2024-11-06T12:34:15.469682,1,3
2024-11-06T12:34:15.469682,1,4
2024-11-06T12:34:15.469682,1,5
2024-11-06T12:34:15.470684,1,6
2024-11-06T12:34:15.470684,0,7
2024-11-06T12:34:15.470684,0,8
2024-11-06T12:34:15.470684,0,9
2024-11-06T12:34:15.471683,1,10
2024-11-06T12:34:15.471683,1,11
2024-11-06T12:34:15.471683,0,12
2024-11-06T12:34:15.471683,1,13
2024-11-06T12:34:15.471683,1,14
2024-11-06T12:34:15.472681,0,15
2024-11-06T12:34:15.472681,1,16
2024-11-06T12:34:15.472681,1,17
2024-11-06T12:34:15.472681,1,18
2024-11-06T12:34:15.472681,1,19
2024-11-06T12:34:15.473683,1,20
2024-11-06T12:34:15.473683,1,21
2024-11-06T12:34:15.473683,1,22
2024-11-06T12:34:15.473683,0,23
2024-11-06T12:34:15.473683,1,24
2024-11-06T12:34:15.473683,0,25
2024-11-06T12:34:15.474684,0,26
2024-11-06T12:34:15.474684,0,27
2024-11-06T12:34:15.474684,0,28
2024-11-06T12:34:15.474684,1,29
2024-11-06T12:34:15.490805,1,0
2024-11-06T12:34:15.490805,1,1
2024-11-06T12:34:15.491807,1,2
2024-11-06T12:34:15.491807,1,3
2024-11-06T12:34:15.491807,1,4
2024-11-06T12:34:15.491807,1,5
2024-11-06T12:34:15.491807,1,6
2024-11-06T12:34:15.492804,0,7
2024-11-06T12:34:15.492804,0,8
2024-11-06T12:34:15.492804,0,9
2024-11-06T12:34:15.492804,1,10
2024-11-06T12:34:15.493805,1,11
2024-11-06T12:34:15.493805,0,12
2024-11-06T12:34:15.493805,1,13
2024-11-06T12:34:15.493805,0,14
2024-11-06T12:34:15.494805,0,15
2024-11-06T12:34:15.494805,1,16
2024-11-06T12:34:15.494805,1,17
2024-11-06T12:34:15.494805,1,18
2024-11-06T12:34:15.494805,1,19
2024-11-06T12:34:15.494805,1,20
2024-11-06T12:34:15.496041,1,21
2024-11-06T12:34:15.496041,1,22
2024-11-06T12:34:15.496041,0,23
2024-11-06T12:34:15.496041,1,24
2024-11-06T12:34:15.496041,0,25
2024-11-06T12:34:15.497040,0,26
2024-11-06T12:34:15.497040,0,27
2024-11-06T12:34:15.497040,0,28
2024-11-06T12:34:15.497040,1,29
2024-11-06T12:34:15.512640,0,0
2024-11-06T12:34:15.512640,1,1
2024-11-06T12:34:15.512640,1,2
2024-11-06T12:34:15.513646,1,3
2024-11-06T12:34:15.513646,1,4
2024-11-06T12:34:15.513646,1,5
2024-11-06T12:34:15.513646,0,6
2024-11-06T12:34:15.513646,0,7
2024-11-06T12:34:15.514923,0,8
2024-11-06T12:34:15.514923,0,9
2024-11-06T12:34:15.514923,1,10
2024-11-06T12:34:15.514923,0,11
2024-11-06T12:34:15.515929,0,12
2024-11-06T12:34:15.515929,1,13
2024-11-06T12:34:15.515929,1,14
2024-11-06T12:34:15.515929,0,15
2024-11-06T12:34:15.515929,1,16
2024-11-06T12:34:15.516929,1,17
2024-11-06T12:34:15.516929,1,18
2024-11-06T12:34:15.516929,1,19
2024-11-06T12:34:15.516929,1,20
2024-11-06T12:34:15.516929,1,21
2024-11-06T12:34:15.516929,1,22
2024-11-06T12:34:15.517929,0,23
2024-11-06T12:34:15.517929,1,24
2024-11-06T12:34:15.517929,0,25
2024-11-06T12:34:15.517929,0,26
2024-11-06T12:34:15.517929,1,27
2024-11-06T12:34:15.518931,0,28
2024-11-06T12:34:15.518931,1,29
2024-11-06T12:34:15.533520,1,0
2024-11-06T12:34:15.533520,1,1
2024-11-06T12:34:15.533520,1,2
2024-11-06T12:34:15.534541,1,3
2024-11-06T12:34:15.534541,1,4
2024-11-06T12:34:15.534541,0,5
2024-11-06T12:34:15.534541,1,6
2024-11-06T12:34:15.535547,0,7
2024-11-06T12:34:15.535547,0,8
2024-11-06T12:34:15.535547,0,9
2024-11-06T12:34:15.535547,1,10
2024-11-06T12:34:15.536545,0,11
2024-11-06T12:34:15.536545,1,12
2024-11-06T12:34:15.536545,1,13
2024-11-06T12:34:15.536545,1,14
2024-11-06T12:34:15.537547,1,15
2024-11-06T12:34:15.537547,1,16
2024-11-06T12:34:15.537547,1,17
2024-11-06T12:34:15.537547,1,18
2024-11-06T12:34:15.537547,1,19
2024-11-06T12:34:15.537547,1,20
2024-11-06T12:34:15.538547,1,21
2024-11-06T12:34:15.538547,1,22
2024-11-06T12:34:15.538547,0,23
2024-11-06T12:34:15.538547,1,24
2024-11-06T12:34:15.538547,0,25
2024-11-06T12:34:15.539547,0,26
2024-11-06T12:34:15.539547,1,27
2024-11-06T12:34:15.539547,1,28
2024-11-06T12:34:15.539547,1,29
2024-11-06T12:34:15.554729,1,0
2024-11-06T12:34:15.554729,1,1
2024-11-06T12:34:15.554729,1,2
2024-11-06T12:34:15.554729,1,3
2024-11-06T12:34:15.554729,1,4
2024-11-06T12:34:15.556166,0,5
2024-11-06T12:34:15.556166,1,6
2024-11-06T12:34:15.556166,0,7
2024-11-06T12:34:15.556166,0,8
2024-11-06T12:34:15.557166,0,9
2024-11-06T12:34:15.557166,1,10
2024-11-06T12:34:15.557166,0,11
2024-11-06T12:34:15.557166,0,12
2024-11-06T12:34:15.557166,1,13
2024-11-06T12:34:15.558167,1,14
2024-11-06T12:34:15.558167,1,15
2024-11-06T12:34:15.558167,1,16
2024-11-06T12:34:15.558167,1,17
2024-11-06T12:34:15.558167,1,18
2024-11-06T12:34:15.559167,1,19
2024-11-06T12:34:15.559167,1,20
2024-11-06T12:34:15.559167,1,21
2024-11-06T12:34:15.559167,0,22
2024-11-06T12:34:15.559167,0,23
2024-11-06T12:34:15.560167,1,24
2024-11-06T12:34:15.560167,0,25
2024-11-06T12:34:15.560167,0,26
2024-11-06T12:34:15.560167,1,27
2024-11-06T12:34:15.560167,1,28
2024-11-06T12:34:15.561167,1,29
2024-11-06T12:34:15.575715,1,0
2024-11-06T12:34:15.575715,1,1
2024-11-06T12:34:15.575715,1,2
2024-11-06T12:34:15.576743,1,3
2024-11-06T12:34:15.576743,1,4
2024-11-06T12:34:15.576743,0,5
2024-11-06T12:34:15.577753,1,6
2024-11-06T12:34:15.577753,0,7
2024-11-06T12:34:15.577753,0,8
2024-11-06T12:34:15.577753,1,9
2024-11-06T12:34:15.577753,1,10
2024-11-06T12:34:15.578753,0,11
2024-11-06T12:34:15.578753,1,12
2024-11-06T12:34:15.578753,1,13
2024-11-06T12:34:15.578753,1,14
2024-11-06T12:34:15.578753,1,15
2024-11-06T12:34:15.579752,1,16
2024-11-06T12:34:15.579752,1,17
2024-11-06T12:34:15.579752,1,18
2024-11-06T12:34:15.579752,1,19
2024-11-06T12:34:15.579752,1,20
2024-11-06T12:34:15.579752,1,21
2024-11-06T12:34:15.580752,1,22
2024-11-06T12:34:15.580752,0,23
2024-11-06T12:34:15.580752,1,24
2024-11-06T12:34:15.580752,0,25
2024-11-06T12:34:15.581753,1,26
2024-11-06T12:34:15.581753,1,27
2024-11-06T12:34:15.581753,1,28
2024-11-06T12:34:15.581753,1,29
2024-11-06T12:34:15.597112,1,0
2024-11-06T12:34:15.597112,1,1
2024-11-06T12:34:15.597112,1,2
2024-11-06T12:34:15.597112,1,3
2024-11-06T12:34:15.598129,0,4
2024-11-06T12:34:15.598129,0,5
2024-11-06T12:34:15.598129,1,6
2024-11-06T12:34:15.599129,0,7
2024-11-06T12:34:15.599129,0,8
2024-11-06T12:34:15.599129,1,9
2024-11-06T12:34:15.599129,1,10
2024-11-06T12:34:15.599129,0,11
2024-11-06T12:34:15.600128,1,12
2024-11-06T12:34:15.600128,1,13
2024-11-06T12:34:15.600128,1,14
2024-11-06T12:34:15.600128,1,15
2024-11-06T12:34:15.600128,1,16
2024-11-06T12:34:15.601128,1,17
2024-11-06T12:34:15.601128,1,18
2024-11-06T12:34:15.601128,1,19
2024-11-06T12:34:15.601128,1,20
2024-11-06T12:34:15.601128,1,21
2024-11-06T12:34:15.601128,1,22
2024-11-06T12:34:15.602129,0,23
2024-11-06T12:34:15.602129,0,24
2024-11-06T12:34:15.602129,0,25
2024-11-06T12:34:15.602129,1,26
2024-11-06T12:34:15.603129,1,27
2024-11-06T12:34:15.603129,1,28
2024-11-06T12:34:15.603129,1,29
2024-11-06T12:34:15.618610,1,0
2024-11-06T12:34:15.618610,1,1
2024-11-06T12:34:15.618610,1,2
2024-11-06T12:34:15.619611,1,3
2024-11-06T12:34:15.619611,0,4
2024-11-06T12:34:15.619611,1,5
2024-11-06T12:34:15.619611,1,6
2024-11-06T12:34:15.619611,0,7
2024-11-06T12:34:15.620614,0,8
2024-11-06T12:34:15.620614,1,9
2024-11-06T12:34:15.620614,1,10
2024-11-06T12:34:15.620614,0,11
2024-11-06T12:34:15.621615,1,12
2024-11-06T12:34:15.621615,1,13
2024-11-06T12:34:15.621615,1,14
2024-11-06T12:34:15.621615,1,15
2024-11-06T12:34:15.621615,1,16
2024-11-06T12:34:15.621615,1,17
2024-11-06T12:34:15.622612,1,18
2024-11-06T12:34:15.622612,1,19
2024-11-06T12:34:15.622612,1,20
2024-11-06T12:34:15.622612,1,21
2024-11-06T12:34:15.622612,1,22
2024-11-06T12:34:15.623612,0,23
2024-11-06T12:34:15.623612,1,24
2024-11-06T12:34:15.623612,0,25
2024-11-06T12:34:15.623612,1,26
2024-11-06T12:34:15.623612,1,27
2024-11-06T12:34:15.623612,1,28
2024-11-06T12:34:15.623612,1,29
2024-11-06T12:34:15.639299,1,0
2024-11-06T12:34:15.639299,1,1
2024-11-06T12:34:15.639299,1,2
2024-11-06T12:34:15.640322,1,3
2024-11-06T12:34:15.640322,0,4
2024-11-06T12:34:15.640322,1,5
2024-11-06T12:34:15.640322,1,6
2024-11-06T12:34:15.641311,0,7
2024-11-06T12:34:15.641311,0,8
2024-11-06T12:34:15.641311,1,9
2024-11-06T12:34:15.641311,1,10
2024-11-06T12:34:15.642311,0,11
2024-11-06T12:34:15.642311,0,12
2024-11-06T12:34:15.642311,1,13
2024-11-06T12:34:15.642311,1,14
2024-11-06T12:34:15.642311,1,15
2024-11-06T12:34:15.642311,1,16
2024-11-06T12:34:15.643311,1,17
2024-11-06T12:34:15.643311,1,18
2024-11-06T12:34:15.643311,1,19
2024-11-06T12:34:15.643311,1,20
2024-11-06T12:34:15.643311,1,21
2024-11-06T12:34:15.643311,1,22
2024-11-06T12:34:15.643311,0,23
2024-11-06T12:34:15.643311,1,24
2024-11-06T12:34:15.644820,0,25
2024-11-06T12:34:15.644820,1,26
2024-11-06T12:34:15.644820,1,27
2024-11-06T12:34:15.644820,0,28
2024-11-06T12:34:15.644820,1,29
2024-11-06T12:34:15.660191,1,0
2024-11-06T12:34:15.660191,1,1
2024-11-06T12:34:15.660191,1,2
2024-11-06T12:34:15.661219,1,3
2024-11-06T12:34:15.661219,1,4
2024-11-06T12:34:15.661219,1,5
2024-11-06T12:34:15.661219,0,6
2024-11-06T12:34:15.661219,0,7
2024-11-06T12:34:15.662221,0,8
2024-11-06T12:34:15.662221,1,9
2024-11-06T12:34:15.662221,1,10
2024-11-06T12:34:15.662221,0,11
2024-11-06T12:34:15.663221,1,12
2024-11-06T12:34:15.663221,1,13
2024-11-06T12:34:15.663221,1,14
2024-11-06T12:34:15.663221,1,15
2024-11-06T12:34:15.663221,1,16
2024-11-06T12:34:15.663221,0,17
2024-11-06T12:34:15.663221,1,18
2024-11-06T12:34:15.663221,1,19
2024-11-06T12:34:15.663221,1,20
2024-11-06T12:34:15.664749,1,21
2024-11-06T12:34:15.664749,1,22
2024-11-06T12:34:15.664749,0,23
2024-11-06T12:34:15.664749,1,24
2024-11-06T12:34:15.664749,1,25
2024-11-06T12:34:15.665779,1,26
2024-11-06T12:34:15.665779,1,27
2024-11-06T12:34:15.665779,0,28
2024-11-06T12:34:15.665779,1,29
2024-11-06T12:34:15.680712,1,0
2024-11-06T12:34:15.680712,1,1
2024-11-06T12:34:15.680712,1,2
2024-11-06T12:34:15.681738,1,3
2024-11-06T12:34:15.681738,1,4
2024-11-06T12:34:15.681738,0,5
2024-11-06T12:34:15.681738,0,6
2024-11-06T12:34:15.682736,0,7
2024-11-06T12:34:15.682736,0,8
2024-11-06T12:34:15.682736,1,9
2024-11-06T12:34:15.682736,1,10
2024-11-06T12:34:15.683736,0,11
2024-11-06T12:34:15.683736,1,12
2024-11-06T12:34:15.683736,1,13
2024-11-06T12:34:15.683736,1,14
2024-11-06T12:34:15.683736,0,15
2024-11-06T12:34:15.684735,1,16
2024-11-06T12:34:15.684735,0,17
2024-11-06T12:34:15.684735,1,18
2024-11-06T12:34:15.685240,1,19
2024-11-06T12:34:15.685240,1,20
2024-11-06T12:34:15.685240,1,21
2024-11-06T12:34:15.685240,1,22
2024-11-06T12:34:15.685240,0,23
2024-11-06T12:34:15.686246,1,24
2024-11-06T12:34:15.686246,1,25
2024-11-06T12:34:15.686246,1,26
2024-11-06T12:34:15.686246,1,27
2024-11-06T12:34:15.686246,0,28
2024-11-06T12:34:15.687247,1,29
2024-11-06T12:34:15.701871,1,0
2024-11-06T12:34:15.701871,1,1
2024-11-06T12:34:15.701871,1,2
2024-11-06T12:34:15.701871,1,3
2024-11-06T12:34:15.702888,1,4
2024-11-06T12:34:15.702888,1,5
2024-11-06T12:34:15.702888,0,6
2024-11-06T12:34:15.703888,1,7
