Time Stamp,BotName,LOS_sensor_value,bot speed_x,bot speed_y,Pattern
2024-11-14T15:20:00.023367,0,0,-1.5538394695458067,-0.6896251901443406,1
2024-11-14T15:20:00.024469,1,0,0.9728474377669727,1.049434045651651,1
2024-11-14T15:20:00.024469,2,0,-1.5630940277195293,-0.6683839170024726,1
2024-11-14T15:20:00.024469,3,0,1.5917113934605425,0.5970383906650341,1
2024-11-14T15:20:00.025474,4,1,0.0,0.0,1
2024-11-14T15:20:00.025474,5,0,1.0314470606173813,1.3513389512419849,1
2024-11-14T15:20:00.025474,6,0,0.9904488564648091,1.3816696648358402,1
2024-11-14T15:20:00.025474,7,0,0.0,0.0,1
2024-11-14T15:20:00.036652,8,1,0.0,0.0,1
2024-11-14T15:20:00.037690,9,0,0.0,0.0,1
2024-11-14T15:20:00.037690,10,0,-0.014569804679723575,0.01245337957806214,1
2024-11-14T15:20:00.038698,11,0,-0.6203492476516601,-1.5827718758362153,1
2024-11-14T15:20:00.038698,12,1,0.0,0.0,1
2024-11-14T15:20:00.038698,13,0,1.6998253618354227,-0.024366765503600618,1
2024-11-14T15:20:00.039691,14,0,-1.6245175870419075,0.5009417225501807,1
2024-11-14T15:20:00.039691,15,0,0.1025349938415161,0.09963414016783645,1
2024-11-14T15:20:00.039691,16,0,-1.4136953847035727,-0.7492601366051304,1
2024-11-14T15:20:00.039691,17,1,0.05823075540968148,0.0933397520411745,1
2024-11-14T15:20:00.039691,18,0,-0.9990805816420902,-0.9182415968578539,1
2024-11-14T15:20:00.041224,19,1,0.0,0.0,1
2024-11-14T15:20:00.041300,20,0,0.8622577805583092,1.4650977850869253,1
2024-11-14T15:20:00.041300,21,1,0.0,0.0,1
2024-11-14T15:20:00.041300,22,1,-0.9456840158030957,-1.4126860027106432,1
2024-11-14T15:20:00.041300,23,1,0.0,0.0,1
2024-11-14T15:20:00.042261,24,0,0.0,0.0,1
2024-11-14T15:20:00.042261,25,0,-0.009804731945337153,0.0042505417529810074,1
2024-11-14T15:20:00.043256,26,0,0.007710404646388724,-0.00725513671045519,1
2024-11-14T15:20:00.043256,27,0,1.3803576125033317,0.33854340303207664,1
2024-11-14T15:20:00.043256,28,1,0.0,0.0,1
2024-11-14T15:20:00.044256,29,0,-0.02210270418942173,-0.013347488590170542,1
2024-11-14T15:20:00.059217,0,0,-1.532454641694386,-0.7359230742063687,1
2024-11-14T15:20:00.059217,1,0,1.2154624877440483,0.8786173496636707,1
2024-11-14T15:20:00.060236,2,0,-1.5423421782420803,-0.7149689540220834,1
2024-11-14T15:20:00.060236,3,0,1.5730867118840592,0.6445139229635402,1
2024-11-14T15:20:00.060236,4,1,0.0,0.0,1
2024-11-14T15:20:00.061235,5,0,0.9904488564647522,1.3816696648358686,1
2024-11-14T15:20:00.061235,6,0,0.9485593151947,1.4107569689912225,1
2024-11-14T15:20:00.061741,7,0,-1.4333352267203452,-0.9140843111237587,1
2024-11-14T15:20:00.061741,8,1,0.0,0.0,1
2024-11-14T15:20:00.061741,9,0,-0.3289575475128572,0.3047519607522986,1
2024-11-14T15:20:00.062748,10,0,0.054784250078796504,-0.007581257490585358,1
2024-11-14T15:20:00.062748,11,0,-0.5725940773042453,-1.6006673678925836,1
2024-11-14T15:20:00.062748,12,1,0.0,0.0,1
2024-11-14T15:20:00.063753,13,0,1.6997913911095566,0.026631310703635336,1
2024-11-14T15:20:00.063753,14,0,-0.8301062168717976,0.8459999302256165,1
2024-11-14T15:20:00.063753,15,0,0.11666641381668796,-0.07293023712264812,1
2024-11-14T15:20:00.064754,16,0,-1.1647580187057542,-1.2393343506524275,1
2024-11-14T15:20:00.064754,17,0,0.0,0.0,1
2024-11-14T15:20:00.064754,18,0,0.22621760936209512,0.03932093861192243,1
2024-11-14T15:20:00.064754,19,1,0.0,0.0,1
2024-11-14T15:20:00.065754,20,0,0.8179234527481185,1.4903023939605475,1
2024-11-14T15:20:00.065754,21,1,0.0,0.0,1
2024-11-14T15:20:00.065754,22,1,0.0,0.0,1
2024-11-14T15:20:00.065754,23,1,0.0,0.0,1
2024-11-14T15:20:00.066754,24,1,-1.3634063948530297,-0.978450731593739,1
2024-11-14T15:20:00.066754,25,0,-0.34486440113781214,0.35154269127133375,1
2024-11-14T15:20:00.066754,26,0,-0.0006764961919998314,0.0009320396367797912,1
2024-11-14T15:20:00.067754,27,0,1.4128981207815343,0.5771605128559258,1
2024-11-14T15:20:00.067754,28,1,0.0,0.0,1
2024-11-14T15:20:00.068754,29,0,-0.006217411195962086,-0.005359736160585271,1
2024-11-14T15:20:00.083413,0,0,-1.5096907081030508,-0.7815586771748713,1
2024-11-14T15:20:00.084430,1,0,0.19575081302855324,0.056689083339506396,1
2024-11-14T15:20:00.084430,2,0,-1.520202324909235,-0.7609105672420355,1
2024-11-14T15:20:00.084430,3,0,1.553046358447034,0.6914094362347214,1
2024-11-14T15:20:00.084430,4,1,0.0,0.0,1
2024-11-14T15:20:00.085430,5,0,0.9485593151946432,1.4107569689912793,1
2024-11-14T15:20:00.085430,6,0,0.9058161345666917,1.4385746870977982,1
2024-11-14T15:20:00.085430,7,0,-1.405271858102509,-0.956666611116475,1
2024-11-14T15:20:00.086430,8,1,0.0,0.0,1
2024-11-14T15:20:00.086430,9,0,-0.10913124305815813,0.1075514256125416,1
